"Store","Weekly_Sales","Holiday_Flag","Temperature","Fuel_Price","CPI","Unemployment","Date"
1,1630607.0,0,79.0,3.39,221.763,7.143,"06-15-2012"
1,1527845.81,0,78.0,3.35,221.803,7.143,"06-22-2012"
1,1540421.49,0,85.0,3.29,221.843,7.143,"06-29-2012"
1,1769854.16,0,82.0,3.23,221.884,6.908,"07-06-2012"
1,1527014.04,0,77.0,3.26,221.924,6.908,"07-13-2012"
1,1497954.76,0,80.0,3.31,221.933,6.908,"07-20-2012"
1,1439123.71,0,83.0,3.41,221.941,6.908,"07-27-2012"
1,1631135.79,0,86.0,3.42,221.95,6.908,"08-03-2012"
1,1592409.97,0,85.0,3.49,221.958,6.908,"08-10-2012"
1,1597868.05,0,85.0,3.57,222.038,6.908,"08-17-2012"
1,1494122.38,0,78.0,3.62,222.172,6.908,"08-24-2012"
1,1582083.4,0,80.0,3.64,222.305,6.908,"08-31-2012"
1,1661767.33,1,84.0,3.73,222.439,6.908,"09-07-2012"
1,1517428.87,0,75.0,3.72,222.582,6.908,"09-14-2012"
1,1506126.06,0,70.0,3.72,222.782,6.908,"09-21-2012"
1,1437059.26,0,76.0,3.67,222.982,6.908,"09-28-2012"
1,1670785.97,0,69.0,3.62,223.181,6.573,"10-05-2012"
1,1573072.81,0,63.0,3.6,223.381,6.573,"10-12-2012"
1,1508068.77,0,68.0,3.59,223.426,6.573,"10-19-2012"
1,1493659.74,0,69.0,3.51,223.444,6.573,"10-26-2012"
2,2136989.46,0,40.0,2.57,210.753,8.324,"02-05-2010"
2,2137809.5,1,38.0,2.55,210.898,8.324,"02-12-2010"
2,2124451.54,0,40.0,2.51,210.945,8.324,"02-19-2010"
2,1865097.27,0,46.0,2.56,210.976,8.324,"02-26-2010"
2,1991013.13,0,47.0,2.62,211.007,8.324,"03-05-2010"
2,1990483.78,0,58.0,2.67,211.038,8.324,"03-12-2010"
2,1946070.88,0,55.0,2.72,210.873,8.324,"03-19-2010"
2,1750197.81,0,51.0,2.73,210.677,8.324,"03-26-2010"
2,2066187.72,0,63.0,2.72,210.48,8.2,"04-02-2010"
2,1954689.21,0,65.0,2.77,210.283,8.2,"04-09-2010"
2,1874957.94,0,68.0,2.81,210.15,8.2,"04-16-2010"
2,1821990.93,0,65.0,2.8,210.1,8.2,"04-23-2010"
2,1802450.29,0,67.0,2.78,210.051,8.2,"04-30-2010"
2,2042581.71,0,71.0,2.84,210.001,8.2,"05-07-2010"
2,1880752.36,0,73.0,2.85,209.998,8.2,"05-14-2010"
2,1896937.1,0,75.0,2.83,210.277,8.2,"05-21-2010"
2,1957113.89,0,81.0,2.76,210.555,8.2,"05-28-2010"
2,2102539.93,0,82.0,2.7,210.834,8.2,"06-04-2010"
2,2025538.76,0,83.0,2.67,211.112,8.2,"06-11-2010"
2,2001636.96,0,86.0,2.64,211.11,8.2,"06-18-2010"
2,1939927.09,0,86.0,2.65,210.995,8.2,"06-25-2010"
2,2003940.64,0,83.0,2.67,210.88,8.099,"07-02-2010"
2,1880902.62,0,83.0,2.64,210.766,8.099,"07-09-2010"
2,1845879.79,0,85.0,2.62,210.758,8.099,"07-16-2010"
2,1781717.71,0,88.0,2.61,210.892,8.099,"07-23-2010"
2,1804246.16,0,83.0,2.64,211.026,8.099,"07-30-2010"
2,1991909.98,0,90.0,2.63,211.161,8.099,"08-06-2010"
2,1895601.05,0,89.0,2.69,211.295,8.099,"08-13-2010"
2,1964335.23,0,89.0,2.66,211.26,8.099,"08-20-2010"
2,1863840.49,0,87.0,2.62,211.224,8.099,"08-27-2010"
2,1904608.09,0,82.0,2.58,211.189,8.099,"09-03-2010"
2,1839128.83,1,79.0,2.56,211.153,8.099,"09-10-2010"
2,1793903.6,0,82.0,2.58,211.181,8.099,"09-17-2010"
2,1724557.22,0,82.0,2.62,211.255,8.099,"09-24-2010"
2,1827440.43,0,69.0,2.6,211.33,8.163,"10-01-2010"
2,1849921.44,0,63.0,2.63,211.404,8.163,"10-08-2010"
2,1794355.49,0,66.0,2.72,211.471,8.163,"10-15-2010"
2,1737947.64,0,68.0,2.72,211.519,8.163,"10-22-2010"
2,1802755.11,0,66.0,2.72,211.566,8.163,"10-29-2010"
2,1939061.41,0,58.0,2.69,211.614,8.163,"11-05-2010"
2,1916812.74,0,60.0,2.73,211.661,8.163,"11-12-2010"
2,1956739.17,0,51.0,2.77,211.547,8.163,"11-19-2010"
2,2658725.29,1,63.0,2.74,211.406,8.163,"11-26-2010"
2,2015781.27,0,49.0,2.71,211.266,8.163,"12-03-2010"
2,2378726.55,0,46.0,2.84,211.125,8.163,"12-10-2010"
2,2609166.75,0,48.0,2.87,211.065,8.163,"12-17-2010"
2,3436007.68,0,50.0,2.89,211.065,8.163,"12-24-2010"
2,1750434.55,1,47.0,2.94,211.065,8.163,"12-31-2010"
2,1758050.79,0,45.0,2.98,211.065,8.028,"01-07-2011"
2,1744193.58,0,33.0,2.98,211.118,8.028,"01-14-2011"
2,1751384.9,0,41.0,3.02,211.486,8.028,"01-21-2011"
2,1695371.68,0,43.0,3.01,211.855,8.028,"01-28-2011"
2,1929346.23,0,38.0,2.99,212.224,8.028,"02-04-2011"
2,2168041.61,1,33.0,3.02,212.593,8.028,"02-11-2011"
2,2080884.82,0,58.0,3.04,212.903,8.028,"02-18-2011"
2,1833511.08,0,61.0,3.06,213.19,8.028,"02-25-2011"
2,1981607.78,0,58.0,3.29,213.478,8.028,"03-04-2011"
2,1879107.31,0,53.0,3.46,213.765,8.028,"03-11-2011"
2,1902557.66,0,62.0,3.49,214.016,8.028,"03-18-2011"
2,1766162.05,0,69.0,3.47,214.252,8.028,"03-25-2011"
2,1800171.36,0,55.0,3.52,214.489,7.931,"04-01-2011"
2,1847552.61,0,67.0,3.62,214.725,7.931,"04-08-2011"
2,1856467.84,0,69.0,3.74,214.942,7.931,"04-15-2011"
2,1886339.6,0,69.0,3.81,215.11,7.931,"04-22-2011"
2,1745545.28,0,69.0,3.81,215.277,7.931,"04-29-2011"
2,1837743.6,0,61.0,3.91,215.445,7.931,"05-06-2011"
2,1838513.07,0,75.0,3.9,215.612,7.931,"05-13-2011"
2,1688281.86,0,67.0,3.91,215.383,7.931,"05-20-2011"
2,1797732.56,0,76.0,3.79,215.154,7.931,"05-27-2011"
2,1933756.21,0,83.0,3.7,214.925,7.931,"06-03-2011"
2,1929153.16,0,83.0,3.65,214.696,7.931,"06-10-2011"
2,1953771.99,0,87.0,3.64,214.651,7.931,"06-17-2011"
2,1790925.8,0,85.0,3.59,214.744,7.931,"06-24-2011"
2,1866243.0,0,86.0,3.52,214.837,7.852,"07-01-2011"
2,1853161.99,0,88.0,3.48,214.93,7.852,"07-08-2011"
2,1785187.29,0,90.0,3.58,215.013,7.852,"07-15-2011"
2,1743816.41,0,89.0,3.65,215.075,7.852,"07-22-2011"
2,1680693.06,0,90.0,3.68,215.136,7.852,"07-29-2011"
2,1876704.26,0,93.0,3.68,215.198,7.852,"08-05-2011"
2,1812768.26,0,92.0,3.64,215.259,7.852,"08-12-2011"
2,1844094.59,0,90.0,3.55,215.323,7.852,"08-19-2011"
2,1821139.91,0,90.0,3.52,215.387,7.852,"08-26-2011"
2,1809119.7,0,90.0,3.53,215.451,7.852,"09-02-2011"
2,1748000.65,1,78.0,3.55,215.515,7.852,"09-09-2011"
2,1691439.52,0,79.0,3.53,215.694,7.852,"09-16-2011"
2,1669299.78,0,76.0,3.47,216.028,7.852,"09-23-2011"
2,1650394.44,0,78.0,3.36,216.362,7.852,"09-30-2011"
2,1837553.43,0,70.0,3.28,216.696,7.441,"10-07-2011"
2,1743882.19,0,72.0,3.27,217.005,7.441,"10-14-2011"
2,1834680.25,0,65.0,3.35,217.165,7.441,"10-21-2011"
2,1769296.25,0,66.0,3.37,217.325,7.441,"10-28-2011"
2,1959707.9,0,56.0,3.33,217.485,7.441,"11-04-2011"
2,1920725.15,0,59.0,3.3,217.646,7.441,"11-11-2011"
2,1902762.5,0,62.0,3.31,217.867,7.441,"11-18-2011"
2,2614202.3,1,56.0,3.24,218.113,7.441,"11-25-2011"
2,1954952.0,0,49.0,3.17,218.359,7.441,"12-02-2011"
2,2290549.32,0,42.0,3.16,218.605,7.441,"12-09-2011"
2,2432736.52,0,50.0,3.16,218.822,7.441,"12-16-2011"
2,3224369.8,0,47.0,3.11,219.0,7.441,"12-23-2011"
2,1874226.52,1,45.0,3.13,219.177,7.441,"12-30-2011"
2,1799520.14,0,47.0,3.16,219.355,7.057,"01-06-2012"
2,1744725.48,0,46.0,3.26,219.533,7.057,"01-13-2012"
2,1711769.11,0,52.0,3.27,219.626,7.057,"01-20-2012"
2,1660906.14,0,50.0,3.29,219.719,7.057,"01-27-2012"
2,1935299.94,0,55.0,3.36,219.812,7.057,"02-03-2012"
2,2103322.68,1,47.0,3.41,219.905,7.057,"02-10-2012"
2,2196688.46,0,44.0,3.51,220.065,7.057,"02-17-2012"
2,1861802.7,0,55.0,3.56,220.276,7.057,"02-24-2012"
2,1952555.66,0,59.0,3.63,220.487,7.057,"03-02-2012"
2,1937628.26,0,57.0,3.67,220.697,7.057,"03-09-2012"
2,1976082.13,0,64.0,3.73,220.85,7.057,"03-16-2012"
2,1790439.16,0,64.0,3.79,220.924,7.057,"03-23-2012"
2,1857480.84,0,67.0,3.84,220.999,7.057,"03-30-2012"
2,2129035.91,0,68.0,3.89,221.074,6.891,"04-06-2012"
2,1935869.1,0,68.0,3.89,221.148,6.891,"04-13-2012"
2,1847344.45,0,66.0,3.88,221.202,6.891,"04-20-2012"
2,1764133.09,0,67.0,3.81,221.256,6.891,"04-27-2012"
2,1923957.09,0,77.0,3.75,221.31,6.891,"05-04-2012"
2,1917520.99,0,74.0,3.69,221.363,6.891,"05-11-2012"
2,2000940.67,0,71.0,3.63,221.38,6.891,"05-18-2012"
2,1912791.09,0,78.0,3.56,221.383,6.891,"05-25-2012"
2,1910092.37,0,78.0,3.5,221.385,6.891,"06-01-2012"
2,2010216.49,0,79.0,3.45,221.388,6.891,"06-08-2012"
2,1962924.3,0,81.0,3.39,221.401,6.891,"06-15-2012"
2,1887733.21,0,81.0,3.35,221.441,6.891,"06-22-2012"
2,1881046.12,0,86.0,3.29,221.481,6.891,"06-29-2012"
2,2041507.4,0,84.0,3.23,221.522,6.565,"07-06-2012"
2,1830075.13,0,80.0,3.26,221.562,6.565,"07-13-2012"
2,1819666.46,0,83.0,3.31,221.57,6.565,"07-20-2012"
2,1757923.88,0,86.0,3.41,221.579,6.565,"07-27-2012"
2,1946104.64,0,90.0,3.42,221.587,6.565,"08-03-2012"
2,1866719.96,0,89.0,3.49,221.595,6.565,"08-10-2012"
2,1928016.01,0,85.0,3.57,221.675,6.565,"08-17-2012"
2,1876788.15,0,77.0,3.62,221.808,6.565,"08-24-2012"
2,1947083.3,0,83.0,3.64,221.942,6.565,"08-31-2012"
2,1898777.07,1,88.0,3.73,222.075,6.565,"09-07-2012"
2,1814806.63,0,76.0,3.72,222.217,6.565,"09-14-2012"
2,1829415.67,0,71.0,3.72,222.417,6.565,"09-21-2012"
2,1746470.56,0,79.0,3.67,222.616,6.565,"09-28-2012"
2,1998321.04,0,70.0,3.62,222.816,6.17,"10-05-2012"
2,1900745.13,0,61.0,3.6,223.015,6.17,"10-12-2012"
2,1847990.41,0,68.0,3.59,223.06,6.17,"10-19-2012"
2,1834458.35,0,70.0,3.51,223.078,6.17,"10-26-2012"
3,461622.22,0,46.0,2.57,214.425,7.368,"02-05-2010"
3,420728.96,1,48.0,2.55,214.575,7.368,"02-12-2010"
3,421642.19,0,47.0,2.51,214.62,7.368,"02-19-2010"
3,407204.86,0,52.0,2.56,214.648,7.368,"02-26-2010"
3,415202.04,0,53.0,2.62,214.675,7.368,"03-05-2010"
3,384200.69,0,63.0,2.67,214.703,7.368,"03-12-2010"
3,375328.59,0,60.0,2.72,214.53,7.368,"03-19-2010"
3,359949.27,0,57.0,2.73,214.324,7.368,"03-26-2010"
3,423294.4,0,66.0,2.72,214.118,7.343,"04-02-2010"
3,415870.28,0,68.0,2.77,213.912,7.343,"04-09-2010"
3,354993.26,0,67.0,2.81,213.773,7.343,"04-16-2010"
3,339976.65,0,68.0,2.8,213.722,7.343,"04-23-2010"
3,361248.39,0,70.0,2.78,213.672,7.343,"04-30-2010"
3,399323.86,0,73.0,2.84,213.621,7.343,"05-07-2010"
3,384357.94,0,77.0,2.85,213.62,7.343,"05-14-2010"
3,343763.17,0,76.0,2.83,213.912,7.343,"05-21-2010"
3,350089.23,0,79.0,2.76,214.204,7.343,"05-28-2010"
3,396968.8,0,79.0,2.7,214.496,7.343,"06-04-2010"
3,355017.09,0,82.0,2.67,214.788,7.343,"06-11-2010"
3,364076.85,0,84.0,2.64,214.786,7.343,"06-18-2010"
3,357346.48,0,84.0,2.65,214.666,7.343,"06-25-2010"
3,381151.72,0,82.0,2.67,214.546,7.346,"07-02-2010"
3,349214.18,0,82.0,2.64,214.427,7.346,"07-09-2010"
3,352728.78,0,84.0,2.62,214.418,7.346,"07-16-2010"
3,352864.49,0,83.0,2.61,214.556,7.346,"07-23-2010"
3,347955.05,0,82.0,2.64,214.695,7.346,"07-30-2010"
3,402635.76,0,85.0,2.63,214.834,7.346,"08-06-2010"
3,339597.38,0,87.0,2.69,214.973,7.346,"08-13-2010"
3,351728.21,0,88.0,2.66,214.931,7.346,"08-20-2010"
3,362134.09,0,86.0,2.62,214.89,7.346,"08-27-2010"
3,366473.97,0,84.0,2.58,214.848,7.346,"09-03-2010"
3,352260.97,1,81.0,2.56,214.807,7.346,"09-10-2010"
3,363064.64,0,82.0,2.58,214.832,7.346,"09-17-2010"
3,355626.87,0,77.0,2.62,214.908,7.346,"09-24-2010"
3,358784.1,0,74.0,2.6,214.985,7.564,"10-01-2010"
3,395107.35,0,67.0,2.63,215.061,7.564,"10-08-2010"
3,345584.39,0,70.0,2.72,215.129,7.564,"10-15-2010"
3,348895.98,0,72.0,2.72,215.178,7.564,"10-22-2010"
3,348591.74,0,72.0,2.72,215.227,7.564,"10-29-2010"
3,423175.56,0,63.0,2.69,215.277,7.564,"11-05-2010"
3,386635.03,0,63.0,2.73,215.326,7.564,"11-12-2010"
3,372545.32,0,58.0,2.77,215.207,7.564,"11-19-2010"
3,565567.84,1,69.0,2.74,215.061,7.564,"11-26-2010"
3,476420.77,0,54.0,2.71,214.915,7.564,"12-03-2010"
3,467642.03,0,51.0,2.84,214.769,7.564,"12-10-2010"
3,498159.39,0,52.0,2.87,214.705,7.564,"12-17-2010"
3,605990.41,0,57.0,2.89,214.702,7.564,"12-24-2010"
3,382677.76,1,53.0,2.94,214.699,7.564,"12-31-2010"
3,378241.34,0,53.0,2.98,214.696,7.551,"01-07-2011"
3,381061.1,0,45.0,2.98,214.747,7.551,"01-14-2011"
3,350876.7,0,51.0,3.02,215.127,7.551,"01-21-2011"
3,364866.24,0,49.0,3.01,215.507,7.551,"01-28-2011"
3,438516.53,0,46.0,2.99,215.886,7.551,"02-04-2011"
3,430526.21,1,44.0,3.02,216.266,7.551,"02-11-2011"
3,432782.1,0,62.0,3.04,216.584,7.551,"02-18-2011"
3,397211.19,0,67.0,3.06,216.878,7.551,"02-25-2011"
3,437084.51,0,65.0,3.29,217.172,7.551,"03-04-2011"
3,404753.3,0,61.0,3.46,217.465,7.551,"03-11-2011"
3,392109.51,0,69.0,3.49,217.724,7.551,"03-18-2011"
3,380683.67,0,73.0,3.47,217.967,7.551,"03-25-2011"
3,374556.08,0,69.0,3.52,218.211,7.574,"04-01-2011"
3,384075.31,0,73.0,3.62,218.455,7.574,"04-08-2011"
3,366250.69,0,76.0,3.74,218.679,7.574,"04-15-2011"
3,391860.04,0,77.0,3.81,218.851,7.574,"04-22-2011"
3,367405.4,0,79.0,3.81,219.024,7.574,"04-29-2011"
3,413042.12,0,69.0,3.91,219.196,7.574,"05-06-2011"
3,386312.68,0,80.0,3.9,219.368,7.574,"05-13-2011"
3,364603.13,0,76.0,3.91,219.127,7.574,"05-20-2011"
3,369350.6,0,84.0,3.79,218.886,7.574,"05-27-2011"
3,394507.84,0,84.0,3.7,218.645,7.574,"06-03-2011"
3,391638.75,0,85.0,3.65,218.404,7.574,"06-10-2011"
3,403423.34,0,87.0,3.64,218.355,7.574,"06-17-2011"
3,385520.71,0,85.0,3.59,218.451,7.574,"06-24-2011"
3,368962.72,0,85.0,3.52,218.547,7.567,"07-01-2011"
3,395146.24,0,85.0,3.48,218.642,7.567,"07-08-2011"
3,373454.33,0,87.0,3.58,218.728,7.567,"07-15-2011"
3,360617.37,0,86.0,3.65,218.786,7.567,"07-22-2011"
3,345381.29,0,88.0,3.68,218.844,7.567,"07-29-2011"
3,409981.25,0,88.0,3.68,218.902,7.567,"08-05-2011"
3,380376.85,0,89.0,3.64,218.961,7.567,"08-12-2011"
3,379716.91,0,88.0,3.55,219.023,7.567,"08-19-2011"
3,366367.55,0,88.0,3.52,219.087,7.567,"08-26-2011"
3,375988.69,0,89.0,3.53,219.15,7.567,"09-02-2011"
3,377347.49,1,82.0,3.55,219.214,7.567,"09-09-2011"
3,375629.51,0,84.0,3.53,219.397,7.567,"09-16-2011"
3,365248.94,0,80.0,3.47,219.741,7.567,"09-23-2011"
3,368477.93,0,83.0,3.36,220.086,7.567,"09-30-2011"
3,403342.4,0,76.0,3.28,220.43,7.197,"10-07-2011"
3,368282.57,0,74.0,3.27,220.749,7.197,"10-14-2011"
3,394976.36,0,69.0,3.35,220.914,7.197,"10-21-2011"
3,389540.62,0,71.0,3.37,221.08,7.197,"10-28-2011"
3,459443.22,0,59.0,3.33,221.246,7.197,"11-04-2011"
3,407764.25,0,62.0,3.3,221.412,7.197,"11-11-2011"
3,398838.97,0,64.0,3.31,221.643,7.197,"11-18-2011"
3,556925.19,1,68.0,3.24,221.901,7.197,"11-25-2011"
3,472511.32,0,55.0,3.17,222.159,7.197,"12-02-2011"
3,468772.8,0,49.0,3.16,222.417,7.197,"12-09-2011"
3,510747.62,0,58.0,3.16,222.643,7.197,"12-16-2011"
3,551221.21,0,53.0,3.11,222.826,7.197,"12-23-2011"
3,410553.88,1,48.0,3.13,223.009,7.197,"12-30-2011"
3,398178.21,0,52.0,3.16,223.192,6.833,"01-06-2012"
3,367438.62,0,52.0,3.26,223.376,6.833,"01-13-2012"
3,365818.61,0,56.0,3.27,223.47,6.833,"01-20-2012"
3,349518.1,0,58.0,3.29,223.565,6.833,"01-27-2012"
3,424960.66,0,59.0,3.36,223.659,6.833,"02-03-2012"
3,473292.47,1,52.0,3.41,223.754,6.833,"02-10-2012"
3,475591.08,0,52.0,3.51,223.917,6.833,"02-17-2012"
3,418925.47,0,60.0,3.56,224.132,6.833,"02-24-2012"
3,469752.56,0,62.0,3.63,224.347,6.833,"03-02-2012"
3,445162.05,0,61.0,3.67,224.562,6.833,"03-09-2012"
3,411775.8,0,64.0,3.73,224.717,6.833,"03-16-2012"
3,413907.25,0,67.0,3.79,224.791,6.833,"03-23-2012"
3,407488.84,0,69.0,3.84,224.865,6.833,"03-30-2012"
3,503232.13,0,73.0,3.89,224.939,6.664,"04-06-2012"
